pseudotime_bin,pseudotime_center,program,mean_score,sem,n_cells
47,0.94706345,AT2_identity,-0.14316283679986708,0.21151661232563582,3
47,0.94706345,AT1_identity,0.24054166566757088,0.15020544122761617,3
47,0.94706345,interferon_response,0.04223685543436851,0.07080893810501651,3
47,0.94706345,nfkb_inflammatory,0.11290743242336221,0.04580736903485672,3
47,0.94706345,oxidative_stress,-0.03527987558101131,0.19603816618395084,3
47,0.94706345,AT2_to_AT1_differentiation,0.48654157066369036,0.0385852965809149,3
47,0.94706345,apoptosis,0.04074163967276412,0.07634557780711598,3
47,0.94706345,senescence,-0.10213145766124904,0.040215857460351424,3
49,0.99795485,AT2_identity,-0.260403091155954,0.22204976426721,3
49,0.99795485,AT1_identity,-0.02264246166841753,0.02587728339676845,3
49,0.99795485,interferon_response,0.055874972055186635,0.07464063789248088,3
49,0.99795485,nfkb_inflammatory,0.016252213264847205,0.1028695281605207,3
49,0.99795485,oxidative_stress,0.12656185900653213,0.11940450366625367,3
49,0.99795485,AT2_to_AT1_differentiation,0.017483548393908328,0.2871857412971935,3
49,0.99795485,apoptosis,0.016522428036684984,0.11791127167230278,3
49,0.99795485,senescence,0.009893935836152131,0.05065685428368378,3
